Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
29-07-2024,Sneakers,Sketchers,11,60,4155.48,25%,62332.2,32438.03,249328.8,12%,29919.46,29919.46,Dealer_2,26,Delhi
29-07-2024,Boots,Reebok,10,75,7485.38,20%,112280.7,45090.74,561403.5,12%,67368.42,67368.42,Dealer_3,117,Mumbai
29-07-2024,Heels,Bata,9,65,3674.82,30%,71658.99,43035.67,238863.3,12%,28663.6,28663.6,Dealer_1,87,Delhi
29-07-2024,Flats,Sketchers,7,58,5821.74,25%,84415.23,43958.44,337660.92,12%,40519.31,40519.31,Dealer_4,49,Haryana
29-07-2024,Boots,Nike,8,53,13999.33,15%,111294.67,22375.38,741964.49,12%,89035.74,89035.74,Dealer_4,169,Haryana
29-07-2024,Heels,Adidas,10,69,7308.1,15%,75638.84,15031.3,504258.9,12%,60511.07,60511.07,Dealer_3,135,Mumbai
29-07-2024,Heels,Liberty,11,72,1804.18,40%,51960.38,36355.76,129900.96,12%,15588.12,15588.12,Dealer_7,140,Mumbai
29-07-2024,Flats,Woodland,8,71,4687.43,20%,66561.51,26867.14,332807.53,12%,39936.9,39936.9,Dealer_2,75,Delhi
29-07-2024,Boots,Bata,9,80,1329.56,30%,31909.44,19137.75,106364.8,12%,12763.78,12763.78,Dealer_1,126,Delhi
30-07-2024,Sandals,Paragon,9,77,1472.02,40%,45338.22,31848.39,113345.54,12%,13601.46,13601.46,Dealer_4,198,Haryana
30-07-2024,Sandals,Nike,10,68,5256.95,15%,53620.89,10820.55,357472.6,12%,42896.71,42896.71,Dealer_1,79,Delhi
30-07-2024,Heels,Liberty,10,59,2102.33,40%,49614.99,34582.68,124037.47,12%,14884.5,14884.5,Dealer_6,13,Pune
30-07-2024,Heels,Nike,6,71,7618.82,15%,81140.43,16259.13,540936.22,12%,64912.35,64912.35,Dealer_3,138,Mumbai
30-07-2024,Sneakers,Bata,11,68,3095.94,30%,63157.18,37908.98,210523.92,12%,25262.87,25262.87,Dealer_2,131,Delhi
30-07-2024,Sandals,Nike,7,58,8486.81,15%,73835.25,14800.05,492234.98,12%,59068.2,59068.2,Dealer_2,57,Delhi
30-07-2024,Sandals,Adidas,11,80,5962.2,15%,71546.4,14233.87,476976.0,12%,57237.12,57237.12,Dealer_5,164,Haryana
30-07-2024,Heels,Nike,6,51,5472.36,15%,41863.55,8261.02,279090.36,12%,33490.84,33490.84,Dealer_6,30,Pune
30-07-2024,Sandals,Nike,7,48,14812.82,15%,106652.3,21282.86,711015.36,12%,85321.84,85321.84,Dealer_4,59,Haryana
30-07-2024,Sandals,Bata,6,62,1566.68,30%,29140.25,17474.37,97134.16,12%,11656.1,11656.1,Dealer_2,160,Delhi
31-07-2024,Sandals,Bata,11,67,3840.69,30%,77197.87,46437.22,257326.23,12%,30879.15,30879.15,Dealer_6,80,Pune
31-07-2024,Flats,Woodland,9,78,4495.32,20%,70126.99,28232.53,350634.96,12%,42076.2,42076.2,Dealer_4,97,Haryana
31-07-2024,Sandals,Reebok,9,84,5300.71,20%,89051.93,35760.43,445259.64,12%,53431.16,53431.16,Dealer_6,178,Pune
31-07-2024,Boots,Nike,11,83,4546.66,15%,56605.92,11407.2,377372.78,12%,45284.73,45284.73,Dealer_6,58,Pune
31-07-2024,Sneakers,Adidas,6,39,9217.74,15%,53923.78,10684.32,359491.86,12%,43139.02,43139.02,Dealer_4,18,Haryana
31-07-2024,Flats,Paragon,8,81,2858.76,40%,92623.82,64795.79,231559.56,12%,27787.15,27787.15,Dealer_3,175,Mumbai
31-07-2024,Boots,Woodland,10,67,3708.23,20%,49690.28,19897.11,248451.41,12%,29814.17,29814.17,Dealer_5,67,Haryana
31-07-2024,Sneakers,Adidas,9,68,9601.67,15%,97937.03,19524.16,652913.56,12%,78349.63,78349.63,Dealer_5,128,Haryana
31-07-2024,Flats,Puma,10,64,4079.26,20%,52214.53,20943.53,261072.64,12%,31328.72,31328.72,Dealer_1,29,Delhi
31-07-2024,Flats,Nike,9,66,4003.3,15%,39632.67,7998.58,264217.8,12%,31706.14,31706.14,Dealer_6,18,Pune
31-07-2024,Flats,Bata,10,85,2752.43,30%,70186.96,42165.81,233956.55,12%,28074.79,28074.79,Dealer_2,114,Delhi
31-07-2024,Heels,Nike,11,70,12201.48,15%,128115.54,25725.62,854103.6,12%,102492.43,102492.43,Dealer_2,197,Delhi
01-08-2024,Sandals,Nike,10,57,14383.07,15%,122975.25,24504.59,819834.99,12%,98380.2,98380.2,Dealer_3,65,Mumbai
01-08-2024,Flats,Sketchers,9,81,5557.03,25%,112529.86,58608.81,450119.43,12%,54014.33,54014.33,Dealer_1,101,Delhi
01-08-2024,Boots,Puma,8,64,1850.07,20%,23680.9,9402.79,118404.48,12%,14208.54,14208.54,Dealer_2,161,Delhi
01-08-2024,Flats,Sketchers,11,55,1613.89,25%,22190.99,11445.22,88763.95,12%,10651.67,10651.67,Dealer_4,18,Haryana
01-08-2024,Flats,Liberty,10,59,1892.13,40%,44654.27,31311.2,111635.67,12%,13396.28,13396.28,Dealer_2,141,Delhi
01-08-2024,Sandals,Nike,6,48,7919.09,15%,57017.45,11525.08,380116.32,12%,45613.96,45613.96,Dealer_5,5,Haryana
01-08-2024,Heels,Puma,11,63,3537.05,20%,44566.83,17875.53,222834.15,12%,26740.1,26740.1,Dealer_2,27,Delhi
01-08-2024,Flats,Nike,9,68,9752.54,15%,99475.91,19897.26,663172.72,12%,79580.73,79580.73,Dealer_7,100,Mumbai
01-08-2024,Heels,Adidas,7,64,2281.56,15%,21902.98,4411.61,146019.84,12%,17522.38,17522.38,Dealer_5,19,Haryana
01-08-2024,Sneakers,Metro,10,61,2488.64,30%,45542.11,27338.91,151807.04,12%,18216.84,18216.84,Dealer_5,100,Haryana
02-08-2024,Flats,Metro,10,77,2708.01,30%,62555.03,37420.42,208516.77,12%,25022.01,25022.01,Dealer_6,117,Pune
02-08-2024,Boots,Puma,9,69,6336.94,20%,87449.77,34855.65,437248.86,12%,52469.86,52469.86,Dealer_2,37,Delhi
02-08-2024,Sandals,Puma,9,80,6350.66,20%,101610.56,40636.34,508052.8,12%,60966.34,60966.34,Dealer_3,190,Mumbai
02-08-2024,Sneakers,Bata,8,63,1170.22,30%,22117.16,13278.28,73723.86,12%,8846.86,8846.86,Dealer_4,182,Haryana
02-08-2024,Heels,Reebok,9,70,6620.74,20%,92690.36,37077.28,463451.8,12%,55614.22,55614.22,Dealer_3,54,Mumbai
02-08-2024,Boots,Bata,9,65,3933.8,30%,76709.1,46093.07,255697.0,12%,30683.64,30683.64,Dealer_4,100,Haryana
02-08-2024,Boots,Sketchers,8,70,4494.18,25%,78648.15,40875.49,314592.6,12%,37751.11,37751.11,Dealer_2,186,Delhi
02-08-2024,Heels,Reebok,7,65,5919.24,20%,76950.12,30836.35,384750.6,12%,46170.07,46170.07,Dealer_5,50,Haryana
02-08-2024,Heels,Sketchers,9,73,5380.97,25%,98202.7,51050.95,392810.81,12%,47137.3,47137.3,Dealer_7,105,Mumbai
02-08-2024,Sandals,Woodland,7,63,2847.99,20%,35884.67,14536.21,179423.37,12%,21530.8,21530.8,Dealer_1,139,Delhi
02-08-2024,Boots,Woodland,10,70,2305.31,20%,32274.34,12917.81,161371.7,12%,19364.6,19364.6,Dealer_2,87,Delhi
03-08-2024,Flats,Bata,10,72,1721.26,30%,37179.22,22541.6,123930.72,12%,14871.69,14871.69,Dealer_4,7,Haryana
03-08-2024,Flats,Bata,10,98,2093.28,30%,61542.43,36960.66,205141.44,12%,24616.97,24616.97,Dealer_6,175,Pune
03-08-2024,Heels,Puma,11,76,4662.88,20%,70875.78,28328.94,354378.88,12%,42525.47,42525.47,Dealer_7,51,Mumbai
03-08-2024,Flats,Bata,8,91,1982.79,30%,54130.17,32388.16,180433.89,12%,21652.07,21652.07,Dealer_6,34,Pune
03-08-2024,Boots,Sketchers,10,76,3887.65,25%,73865.35,38265.69,295461.4,12%,35455.37,35455.37,Dealer_6,10,Pune
03-08-2024,Sneakers,Adidas,6,70,2069.35,15%,21728.18,4246.49,144854.5,12%,17382.54,17382.54,Dealer_7,14,Mumbai
03-08-2024,Sandals,Adidas,8,77,3624.06,15%,41857.89,8283.62,279052.62,12%,33486.31,33486.31,Dealer_2,55,Delhi
03-08-2024,Sandals,Adidas,8,86,9273.96,15%,119634.08,23966.3,797560.56,12%,95707.27,95707.27,Dealer_5,115,Haryana
03-08-2024,Boots,Sketchers,11,79,2803.83,25%,55375.64,28742.72,221502.57,12%,26580.31,26580.31,Dealer_1,144,Delhi
03-08-2024,Flats,Puma,7,87,2151.42,20%,37434.71,14992.58,187173.54,12%,22460.82,22460.82,Dealer_5,105,Haryana
03-08-2024,Flats,Paragon,10,88,1673.92,40%,58921.98,41373.59,147304.96,12%,17676.6,17676.6,Dealer_3,177,Mumbai
03-08-2024,Flats,Adidas,11,66,9273.48,15%,91807.45,18352.71,612049.68,12%,73445.96,73445.96,Dealer_1,194,Delhi
04-08-2024,Flats,Bata,9,81,2907.52,30%,70652.74,42599.56,235509.12,12%,28261.09,28261.09,Dealer_7,6,Mumbai
04-08-2024,Heels,Sketchers,9,76,4073.6,25%,77398.4,40129.59,309593.6,12%,37151.23,37151.23,Dealer_4,6,Haryana
04-08-2024,Boots,Liberty,8,81,2969.54,40%,96213.1,67334.11,240532.74,12%,28863.93,28863.93,Dealer_3,18,Mumbai
04-08-2024,Flats,Puma,10,71,5225.55,20%,74202.81,29627.19,371014.05,12%,44521.69,44521.69,Dealer_2,29,Delhi
04-08-2024,Flats,Sketchers,8,93,3096.2,25%,71986.65,37526.71,287946.6,12%,34553.59,34553.59,Dealer_7,127,Mumbai
04-08-2024,Sneakers,Liberty,10,83,2979.25,40%,98911.1,69013.79,247277.75,12%,29673.33,29673.33,Dealer_3,65,Mumbai
04-08-2024,Flats,Paragon,8,86,2760.7,40%,94968.08,66333.34,237420.2,12%,28490.42,28490.42,Dealer_1,126,Delhi
04-08-2024,Sandals,Puma,6,80,5352.83,20%,85645.28,34247.38,428226.4,12%,51387.17,51387.17,Dealer_3,115,Mumbai
04-08-2024,Boots,Sketchers,6,85,4874.99,25%,103593.54,54023.78,414374.15,12%,49724.9,49724.9,Dealer_7,169,Mumbai
04-08-2024,Boots,Adidas,8,89,2250.99,15%,30050.72,6032.73,200338.11,12%,24040.57,24040.57,Dealer_7,160,Mumbai
05-08-2024,Heels,Nike,8,63,5395.71,15%,50989.46,10062.74,339929.73,12%,40791.57,40791.57,Dealer_4,98,Haryana
05-08-2024,Boots,Nike,11,46,11362.27,15%,78399.66,15560.22,522664.42,12%,62719.73,62719.73,Dealer_3,94,Mumbai
05-08-2024,Heels,Bata,9,75,1529.36,30%,34410.6,20813.66,114702.0,12%,13764.24,13764.24,Dealer_3,185,Mumbai
05-08-2024,Sandals,Paragon,7,65,1204.1,40%,31306.6,21852.51,78266.5,12%,9391.98,9391.98,Dealer_1,116,Delhi
05-08-2024,Sneakers,Sketchers,10,77,1603.53,25%,30867.95,15957.04,123471.81,12%,14816.62,14816.62,Dealer_2,196,Delhi
05-08-2024,Sneakers,Reebok,6,61,4053.64,20%,49454.41,19929.5,247272.04,12%,29672.64,29672.64,Dealer_2,147,Delhi
05-08-2024,Flats,Adidas,6,62,7784.86,15%,72399.2,14580.95,482661.32,12%,57919.36,57919.36,Dealer_6,88,Pune
05-08-2024,Heels,Adidas,7,59,7009.01,15%,62029.74,12533.35,413531.59,12%,49623.79,49623.79,Dealer_7,118,Mumbai
05-08-2024,Sandals,Adidas,10,68,2449.33,15%,24983.17,4901.63,166554.44,12%,19986.53,19986.53,Dealer_2,52,Delhi
05-08-2024,Sneakers,Puma,6,76,1521.13,20%,23121.18,9095.96,115605.88,12%,13872.71,13872.71,Dealer_7,176,Mumbai
06-08-2024,Flats,Nike,11,66,7642.81,15%,75663.82,15146.08,504425.46,12%,60531.06,60531.06,Dealer_6,136,Pune
06-08-2024,Flats,Metro,7,66,3619.1,30%,71658.18,43028.42,238860.6,12%,28663.27,28663.27,Dealer_2,121,Delhi
06-08-2024,Sandals,Liberty,6,56,962.32,40%,21555.97,15125.64,53889.92,12%,6466.79,6466.79,Dealer_1,21,Delhi
06-08-2024,Flats,Reebok,8,60,6829.97,20%,81959.64,32931.67,409798.2,12%,49175.78,49175.78,Dealer_5,49,Haryana
06-08-2024,Sneakers,Adidas,7,53,8788.93,15%,69871.99,13801.02,465813.29,12%,55897.59,55897.59,Dealer_7,59,Mumbai
06-08-2024,Flats,Bata,11,65,2186.88,30%,42644.16,25672.47,142147.2,12%,17057.66,17057.66,Dealer_4,130,Haryana
06-08-2024,Sandals,Reebok,9,74,6534.58,20%,96711.78,38575.05,483558.92,12%,58027.07,58027.07,Dealer_6,62,Pune
06-08-2024,Heels,Nike,11,57,6377.39,15%,54526.68,10990.91,363511.23,12%,43621.35,43621.35,Dealer_2,17,Delhi
06-08-2024,Sneakers,Adidas,9,62,9221.55,15%,85760.42,17104.59,571736.1,12%,68608.33,68608.33,Dealer_1,159,Delhi
06-08-2024,Boots,Adidas,11,83,2095.99,15%,26095.08,5137.62,173967.17,12%,20876.06,20876.06,Dealer_6,173,Pune
07-08-2024,Sandals,Liberty,8,76,2195.49,40%,66742.9,46659.04,166857.24,12%,20022.87,20022.87,Dealer_1,146,Delhi
07-08-2024,Sandals,Sketchers,9,63,4839.87,25%,76227.95,39493.97,304911.81,12%,36589.42,36589.42,Dealer_4,95,Haryana
07-08-2024,Boots,Woodland,9,67,5275.5,20%,70691.7,28280.72,353458.5,12%,42415.02,42415.02,Dealer_6,49,Pune
07-08-2024,Flats,Liberty,7,69,2227.16,40%,61469.62,42951.46,153674.04,12%,18440.88,18440.88,Dealer_4,120,Haryana
07-08-2024,Boots,Sketchers,9,84,5409.07,25%,113590.47,59145.67,454361.88,12%,54523.43,54523.43,Dealer_4,116,Haryana
07-08-2024,Flats,Puma,11,55,3807.78,20%,41885.58,16818.24,209427.9,12%,25131.35,25131.35,Dealer_1,36,Delhi
07-08-2024,Sandals,Bata,11,74,2597.67,30%,57668.27,34769.78,192227.58,12%,23067.31,23067.31,Dealer_1,112,Delhi
07-08-2024,Flats,Puma,10,80,2693.47,20%,43095.52,17274.84,215477.6,12%,25857.31,25857.31,Dealer_1,101,Delhi
07-08-2024,Boots,Puma,8,67,2587.66,20%,34674.64,13921.93,173373.22,12%,20804.79,20804.79,Dealer_4,101,Haryana
07-08-2024,Flats,Woodland,10,71,3366.44,20%,47803.45,19261.39,239017.24,12%,28682.07,28682.07,Dealer_4,156,Haryana
08-08-2024,Boots,Bata,9,63,2949.37,30%,55743.09,33383.09,185810.31,12%,22297.24,22297.24,Dealer_6,16,Pune
08-08-2024,Sandals,Adidas,6,55,7648.19,15%,63097.57,12470.69,420650.45,12%,50478.05,50478.05,Dealer_5,75,Haryana
08-08-2024,Flats,Reebok,10,68,6419.92,20%,87310.91,34944.37,436554.56,12%,52386.55,52386.55,Dealer_4,126,Haryana
08-08-2024,Sneakers,Woodland,11,74,4031.48,20%,59665.9,23724.1,298329.52,12%,35799.54,35799.54,Dealer_3,176,Mumbai
08-08-2024,Heels,Bata,10,76,3396.46,30%,77439.29,46708.97,258130.96,12%,30975.72,30975.72,Dealer_5,73,Haryana
08-08-2024,Sandals,Sketchers,11,57,3163.05,25%,45073.46,23583.75,180293.85,12%,21635.26,21635.26,Dealer_4,17,Haryana
08-08-2024,Sneakers,Metro,8,62,2361.38,30%,43921.67,26569.4,146405.56,12%,17568.67,17568.67,Dealer_3,177,Mumbai
08-08-2024,Flats,Sketchers,11,64,5040.63,25%,80650.08,41944.29,322600.32,12%,38712.04,38712.04,Dealer_5,88,Haryana
08-08-2024,Heels,Sketchers,11,69,5558.35,25%,95881.54,49913.46,383526.15,12%,46023.14,46023.14,Dealer_3,162,Mumbai
08-08-2024,Heels,Reebok,11,64,5351.63,20%,68500.86,27354.4,342504.32,12%,41100.52,41100.52,Dealer_7,64,Mumbai
08-08-2024,Boots,Liberty,9,74,1283.65,40%,37996.04,26685.52,94990.1,12%,11398.81,11398.81,Dealer_1,99,Delhi
08-08-2024,Flats,Liberty,8,75,1823.09,40%,54692.7,38163.34,136731.75,12%,16407.81,16407.81,Dealer_4,155,Haryana
09-08-2024,Sandals,Adidas,9,84,8219.47,15%,103565.32,20458.76,690435.48,12%,82852.26,82852.26,Dealer_7,198,Mumbai
09-08-2024,Sandals,Puma,8,75,4105.61,20%,61584.15,24554.59,307920.75,12%,36950.49,36950.49,Dealer_2,163,Delhi
09-08-2024,Sneakers,Sketchers,8,66,3671.49,25%,60579.58,31355.84,242318.34,12%,29078.2,29078.2,Dealer_2,70,Delhi
09-08-2024,Sandals,Metro,8,69,4591.25,30%,95038.88,57171.12,316796.25,12%,38015.55,38015.55,Dealer_2,166,Delhi
09-08-2024,Flats,Liberty,10,75,1239.05,40%,37171.5,26201.62,92928.75,12%,11151.45,11151.45,Dealer_1,189,Delhi
09-08-2024,Flats,Paragon,10,84,1120.57,40%,37651.15,26215.51,94127.88,12%,11295.35,11295.35,Dealer_4,109,Haryana
09-08-2024,Sneakers,Woodland,8,65,2864.36,20%,37236.68,15023.84,186183.4,12%,22342.01,22342.01,Dealer_1,8,Delhi
09-08-2024,Boots,Adidas,8,66,8206.38,15%,81243.16,16343.77,541621.08,12%,64994.53,64994.53,Dealer_2,115,Delhi
09-08-2024,Boots,Paragon,7,61,1610.35,40%,39292.54,27347.8,98231.35,12%,11787.76,11787.76,Dealer_3,28,Mumbai
09-08-2024,Sandals,Metro,8,75,3972.04,30%,89370.9,53583.51,297903.0,12%,35748.36,35748.36,Dealer_4,73,Haryana
09-08-2024,Flats,Liberty,7,75,2890.26,40%,86707.8,60637.44,216769.5,12%,26012.34,26012.34,Dealer_1,14,Delhi
09-08-2024,Sandals,Paragon,9,84,854.38,40%,28707.17,20169.82,71767.92,12%,8612.15,8612.15,Dealer_7,185,Mumbai
10-08-2024,Heels,Nike,11,71,10755.94,15%,114550.76,22787.27,763671.74,12%,91640.61,91640.61,Dealer_4,46,Haryana
10-08-2024,Sandals,Liberty,6,82,1310.04,40%,42969.31,30068.63,107423.28,12%,12890.79,12890.79,Dealer_7,146,Mumbai
10-08-2024,Sneakers,Paragon,6,59,1741.69,40%,41103.88,28704.13,102759.71,12%,12331.17,12331.17,Dealer_1,36,Delhi
10-08-2024,Flats,Adidas,10,80,9520.98,15%,114251.76,22897.69,761678.4,12%,91401.41,91401.41,Dealer_2,24,Delhi
10-08-2024,Sandals,Sketchers,8,82,3356.89,25%,68816.24,35762.77,275264.98,12%,33031.8,33031.8,Dealer_7,18,Mumbai
10-08-2024,Boots,Bata,10,88,3098.72,30%,81806.21,49030.2,272687.36,12%,32722.48,32722.48,Dealer_6,102,Pune
10-08-2024,Flats,Paragon,6,79,1621.25,40%,51231.5,35840.72,128078.75,12%,15369.45,15369.45,Dealer_1,196,Delhi
10-08-2024,Sandals,Reebok,7,72,5546.17,20%,79864.85,32149.54,399324.24,12%,47918.91,47918.91,Dealer_5,7,Haryana
10-08-2024,Sneakers,Reebok,9,85,2231.97,20%,37943.49,15135.71,189717.45,12%,22766.09,22766.09,Dealer_7,60,Mumbai
10-08-2024,Flats,Puma,10,95,3276.23,20%,62248.37,24795.25,311241.85,12%,37349.02,37349.02,Dealer_7,163,Mumbai
10-08-2024,Boots,Nike,10,81,8906.73,15%,108216.77,21701.7,721445.13,12%,86573.42,86573.42,Dealer_6,183,Pune
11-08-2024,Boots,Paragon,6,91,1000.31,40%,36411.28,25473.55,91028.21,12%,10923.39,10923.39,Dealer_1,54,Delhi
11-08-2024,Flats,Liberty,9,96,1373.45,40%,52740.48,36776.81,131851.2,12%,15822.14,15822.14,Dealer_1,149,Delhi
11-08-2024,Sandals,Paragon,7,70,1031.95,40%,28894.6,20449.37,72236.5,12%,8668.38,8668.38,Dealer_5,2,Haryana
11-08-2024,Heels,Woodland,8,80,4245.8,20%,67932.8,27137.87,339664.0,12%,40759.68,40759.68,Dealer_4,41,Haryana
11-08-2024,Flats,Liberty,8,83,989.43,40%,32849.08,22956.57,82122.69,12%,9854.72,9854.72,Dealer_3,101,Mumbai
11-08-2024,Sneakers,Woodland,9,76,4673.26,20%,71033.55,28429.4,355167.76,12%,42620.13,42620.13,Dealer_6,172,Pune
11-08-2024,Heels,Bata,7,90,1450.77,30%,39170.79,23675.49,130569.3,12%,15668.32,15668.32,Dealer_4,28,Haryana
11-08-2024,Flats,Reebok,10,84,6581.11,20%,110562.65,44057.08,552813.24,12%,66337.59,66337.59,Dealer_6,55,Pune
11-08-2024,Heels,Woodland,8,88,2326.21,20%,40941.3,16404.12,204706.48,12%,24564.78,24564.78,Dealer_6,59,Pune
11-08-2024,Heels,Woodland,7,81,2142.88,20%,34714.66,14094.59,173573.28,12%,20828.79,20828.79,Dealer_1,56,Delhi
11-08-2024,Flats,Sketchers,7,73,5760.58,25%,105130.58,54680.78,420522.34,12%,50462.68,50462.68,Dealer_4,185,Haryana
11-08-2024,Sandals,Metro,9,86,4138.51,30%,106773.56,63940.6,355911.86,12%,42709.42,42709.42,Dealer_4,123,Haryana
12-08-2024,Heels,Woodland,11,68,2466.04,20%,33538.14,13353.42,167690.72,12%,20122.89,20122.89,Dealer_1,1,Delhi
12-08-2024,Sneakers,Liberty,6,54,2866.97,40%,61926.55,43369.27,154816.38,12%,18577.97,18577.97,Dealer_1,78,Delhi
12-08-2024,Boots,Bata,11,43,4844.83,30%,62498.31,37632.06,208327.69,12%,24999.32,24999.32,Dealer_1,14,Delhi
12-08-2024,Sandals,Reebok,11,60,7340.17,20%,88082.04,35198.88,440410.2,12%,52849.22,52849.22,Dealer_6,96,Pune
12-08-2024,Sneakers,Woodland,9,69,3784.82,20%,52230.52,20974.87,261152.58,12%,31338.31,31338.31,Dealer_1,31,Delhi
12-08-2024,Sandals,Puma,8,65,6615.69,20%,86003.97,34258.05,430019.85,12%,51602.38,51602.38,Dealer_7,53,Mumbai
12-08-2024,Sneakers,Nike,9,83,3172.13,15%,39493.02,7754.23,263286.79,12%,31594.41,31594.41,Dealer_1,186,Delhi
12-08-2024,Flats,Metro,10,79,2455.97,30%,58206.49,34875.61,194021.63,12%,23282.6,23282.6,Dealer_1,180,Delhi
12-08-2024,Heels,Metro,6,69,2254.16,30%,46661.11,28140.47,155537.04,12%,18664.44,18664.44,Dealer_4,174,Haryana
12-08-2024,Boots,Nike,6,66,8189.85,15%,81079.52,16222.79,540530.1,12%,64863.61,64863.61,Dealer_4,106,Haryana
12-08-2024,Flats,Nike,10,51,10879.32,15%,83226.8,16674.34,554845.32,12%,66581.44,66581.44,Dealer_7,72,Mumbai
12-08-2024,Sandals,Metro,7,69,1585.45,30%,32818.82,19719.1,109396.05,12%,13127.53,13127.53,Dealer_3,49,Mumbai
13-08-2024,Boots,Nike,11,61,13482.25,15%,123362.59,24783.44,822417.25,12%,98690.07,98690.07,Dealer_7,112,Mumbai
13-08-2024,Heels,Metro,7,61,2502.81,30%,45801.42,27419.83,152671.41,12%,18320.57,18320.57,Dealer_1,154,Delhi
13-08-2024,Sandals,Metro,9,65,2073.63,30%,40435.79,24330.3,134785.95,12%,16174.31,16174.31,Dealer_6,96,Pune
13-08-2024,Heels,Paragon,7,62,2337.99,40%,57982.15,40504.42,144955.38,12%,17394.65,17394.65,Dealer_3,105,Mumbai
13-08-2024,Flats,Liberty,9,76,1668.71,40%,50728.78,35708.48,126821.96,12%,15218.64,15218.64,Dealer_3,197,Mumbai
13-08-2024,Sandals,Puma,11,69,5216.41,20%,71986.46,28714.54,359932.29,12%,43191.87,43191.87,Dealer_4,93,Haryana
13-08-2024,Boots,Adidas,10,60,9078.18,15%,81703.62,16252.49,544690.8,12%,65362.9,65362.9,Dealer_3,92,Mumbai
13-08-2024,Boots,Metro,10,64,4614.09,30%,88590.53,53209.28,295301.76,12%,35436.21,35436.21,Dealer_3,130,Mumbai
13-08-2024,Flats,Liberty,8,64,2081.74,40%,53292.54,37312.76,133231.36,12%,15987.76,15987.76,Dealer_6,41,Pune
13-08-2024,Heels,Puma,7,71,1949.59,20%,27684.18,11106.36,138420.89,12%,16610.51,16610.51,Dealer_4,29,Haryana
14-08-2024,Heels,Nike,10,66,9905.58,15%,98065.24,19635.78,653768.28,12%,78452.19,78452.19,Dealer_3,141,Mumbai
14-08-2024,Flats,Reebok,11,68,4690.49,20%,63790.66,25407.23,318953.32,12%,38274.4,38274.4,Dealer_3,188,Mumbai
14-08-2024,Sandals,Paragon,9,72,2142.23,40%,61696.22,43348.69,154240.56,12%,18508.87,18508.87,Dealer_4,57,Haryana
14-08-2024,Heels,Sketchers,11,71,4595.1,25%,81563.03,42502.13,326252.1,12%,39150.25,39150.25,Dealer_1,58,Delhi
14-08-2024,Boots,Puma,11,60,5439.11,20%,65269.32,26243.62,326346.6,12%,39161.59,39161.59,Dealer_7,130,Mumbai
14-08-2024,Sneakers,Metro,7,72,3932.28,30%,84937.25,50909.52,283124.16,12%,33974.9,33974.9,Dealer_3,62,Mumbai
14-08-2024,Boots,Woodland,7,62,5829.49,20%,72285.68,28955.92,361428.38,12%,43371.41,43371.41,Dealer_7,49,Mumbai
14-08-2024,Sneakers,Nike,6,65,4452.91,15%,43415.87,8702.91,289439.15,12%,34732.7,34732.7,Dealer_2,199,Delhi
14-08-2024,Sneakers,Adidas,8,80,9608.1,15%,115297.2,23172.24,768648.0,12%,92237.76,92237.76,Dealer_4,92,Haryana
14-08-2024,Boots,Nike,11,55,6602.59,15%,54471.37,11010.3,363142.45,12%,43577.09,43577.09,Dealer_4,96,Haryana
14-08-2024,Flats,Woodland,9,73,5538.14,20%,80856.84,32362.04,404284.22,12%,48514.11,48514.11,Dealer_4,163,Haryana
14-08-2024,Heels,Liberty,6,53,2942.53,40%,62381.64,43515.35,155954.09,12%,18714.49,18714.49,Dealer_4,82,Haryana
15-08-2024,Sneakers,Woodland,11,73,7167.05,20%,104638.93,42033.54,523194.65,12%,62783.36,62783.36,Dealer_4,193,Haryana
15-08-2024,Heels,Adidas,9,86,6961.85,15%,89807.86,18017.17,598719.1,12%,71846.29,71846.29,Dealer_3,176,Mumbai
15-08-2024,Boots,Nike,9,70,14553.22,15%,152808.81,30500.92,1018725.4,12%,122247.05,122247.05,Dealer_7,23,Mumbai
15-08-2024,Boots,Woodland,10,83,2497.79,20%,41463.31,16625.98,207316.57,12%,24877.99,24877.99,Dealer_6,184,Pune
15-08-2024,Sneakers,Metro,9,69,2344.83,30%,48537.98,28971.68,161793.27,12%,19415.19,19415.19,Dealer_4,9,Haryana
15-08-2024,Sandals,Woodland,10,64,3299.33,20%,42231.42,16998.1,211157.12,12%,25338.85,25338.85,Dealer_4,25,Haryana
15-08-2024,Sneakers,Puma,10,51,6645.46,20%,67783.69,26966.36,338918.46,12%,40670.22,40670.22,Dealer_4,18,Haryana
15-08-2024,Heels,Puma,9,88,5334.22,20%,93882.27,37530.83,469411.36,12%,56329.36,56329.36,Dealer_4,138,Haryana
15-08-2024,Sneakers,Woodland,10,68,6189.3,20%,84174.48,33694.24,420872.4,12%,50504.69,50504.69,Dealer_4,45,Haryana
15-08-2024,Boots,Woodland,7,63,3741.72,20%,47145.67,18962.15,235728.36,12%,28287.4,28287.4,Dealer_3,110,Mumbai
15-08-2024,Sneakers,Puma,6,65,4151.8,20%,53973.4,21600.01,269867.0,12%,32384.04,32384.04,Dealer_2,2,Delhi
16-08-2024,Flats,Bata,6,61,1730.71,30%,31671.99,19066.69,105573.31,12%,12668.8,12668.8,Dealer_3,175,Mumbai
